1088,1
872,0
354,1
858,0
325,1
887,0
325,1
266,0
946,1
266,0
946,1
266,0
946,1
857,0
325,1
296,0
946,1
857,0
325,1
266,0
946,1
887,0
325,1
266,0
946,1
857,0
355,1
857,0
355,1
266,0
916,1
887,0
325,1
887,0
325,1
887,0
325,1
266,0
946,1
266,0
946,1
266,0
916,1
296,0
916,1
266,0
4569,1
886,0
326,1
857,0
355,1
266,0
916,1
296,0
916,1
887,0
325,1
887,0
325,1
266,0
946,1
887,0
325,1
857,0
355,1
857,0
355,1
857,0
325,1
887,0
325,1
887,0
325,1
266,0
946,1
266,0
946,1
266,0
946,1
857,0
355,1
266,0
916,1
887,0
325,1
266,0
946,1
887,0
325,1
266,0
946,1
857,0
355,1
857,0
355,1
266,0
916,1
887,0
325,1
887,0
325,1
887,0
325,1
266,0
946,1
266,0
946,1
266,0
946,1
266,0
917,1
266,0
4552,1
887,0
325,1
887,0
325,1
266,0
946,1
266,0
946,1
857,0
355,1
857,0
325,1
296,0
916,1
887,0
325,1
887,0
325,1
887,0
325,1
887,0
325,1
857,0
355,1
857,0
355,1
266,0
946,1
266,0
916,1
296,0
922,1
887,0
325,1
266,0
946,1
857,0
355,1
266,0
916,1
887,0
355,1
236,0
946,1
887,0
325,1
887,0
325,1
266,0
946,1
857,0
355,1
857,0
355,1
857,0
355,1
266,0
946,1
236,0
946,1
266,0
946,1
266,0
946,1
266,0
4553,1
886,0
326,1
886,0
326,1
266,0
945,1
267,0
945,1
858,0
325,1
887,0
354,1
237,0
946,1
887,0
325,1
887,0
325,1
857,0
355,1
857,0
355,1
857,0
355,1
857,0
325,1
266,0
946,1
266,0
946,1
266,0
946,1
887,0
325,1
266,0
946,1
857,0
355,1
266,0
916,1
887,0
325,1
266,0
946,1
887,0
325,1
887,0
325,1
266,0
946,1
857,0
355,1
857,0
325,1
887,0
355,1
266,0
916,1
266,0
946,1
266,0
946,1
266,0
946,1
266,0
4539,1
887,0
325,1
887,0
325,1
266,0
946,1
266,0
946,1
887,0
325,1
857,0
355,1
266,0
946,1
857,0
355,1
857,0
325,1
887,0
325,1
887,0
325,1
887,0
325,1
887,0
325,1
266,0
946,1
266,0
946,1
266,0
916,1
887,0
325,1
266,0
946,1
887,0
325,1
266,0
946,1
857,0
355,1
266,0
946,1
857,0
325,1
887,0
355,1
266,0
916,1
887,0
325,1
887,0
325,1
887,0
325,1
266,0
946,1
266,0
946,1
266,0
917,1
295,0
917,1
266,0
4581,1
858,0
325,1
887,0
325,1
266,0
946,1
266,0
946,1
886,0
326,1
857,0
355,1
266,0
946,1
857,0
354,1
858,0
354,1
858,0
354,1
858,0
325,1
887,0
325,1
887,0
325,1
266,0
932,1
266,0
946,1
266,0
946,1
857,0
355,1
266,0
946,1
857,0
326,1
295,0
916,1
887,0
325,1
266,0
946,1
887,0
325,1
858,0
354,1
266,0
917,1
887,0
325,1
886,0
326,1
886,0
326,1
266,0
946,1
266,0
946,1
266,0
916,1
296,0
916,1
295,0
4523,1
887,0
325,1
887,0
325,1
266,0
946,1
266,0
946,1
887,0
325,1
857,0
355,1
266,0
946,1
857,0
325,1
887,0
325,1
887,0
325,1
887,0
355,1
857,0
325,1
887,0
325,1
266,0
946,1
266,0
