774,1
818,0
327,1
886,0
326,1
266,0
946,1
886,0
326,1
857,0
354,1
858,0
354,1
858,0
325,1
887,0
325,1
887,0
325,1
266,0
975,1
237,0
916,1
296,0
916,1
887,0
325,1
296,0
916,1
266,0
946,1
887,0
325,1
887,0
325,1
857,0
355,1
857,0
325,1
296,0
916,1
296,0
916,1
887,0
325,1
887,0
325,1
266,0
946,1
266,0
916,1
296,0
916,1
887,0
325,1
887,0
325,1
266,0
4553,1
886,0
326,1
886,0
326,1
250,0
948,1
266,0
946,1
857,0
355,1
857,0
325,1
296,0
916,1
887,0
325,1
887,0
325,1
887,0
325,1
887,0
295,1
887,0
325,1
887,0
325,1
266,0
946,1
266,0
946,1
266,0
946,1
887,0
325,1
266,0
916,1
296,0
916,1
887,0
325,1
887,0
325,1
887,0
325,1
887,0
296,1
295,0
917,1
295,0
916,1
887,0
355,1
857,0
325,1
266,0
946,1
266,0
946,1
266,0
946,1
858,0
354,1
857,0
355,1
266,0
4523,1
887,0
325,1
887,0
325,1
266,0
946,1
266,0
916,1
887,0
325,1
887,0
325,1
266,0
946,1
857,0
355,1
857,0
355,1
857,0
355,1
857,0
325,1
887,0
325,1
887,0
325,1
266,0
946,1
266,0
917,1
295,0
917,1
886,0
326,1
266,0
946,1
266,0
945,1
862,0
355,1
857,0
355,1
857,0
325,1
887,0
325,1
266,0
946,1
266,0
946,1
857,0
326,1
886,0
355,1
266,0
916,1
296,0
916,1
266,0
946,1
887,0
325,1
887,0
296,1
295,0
4523,1
887,0
325,1
887,0
325,1
266,0
946,1
266,0
946,1
887,0
325,1
887,0
325,1
266,0
916,1
887,0
325,1
887,0
325,1
887,0
325,1
887,0
325,1
887,0
325,1
887,0
295,1
296,0
916,1
296,0
916,1
296,0
916,1
887,0
325,1
266,0
946,1
266,0
917,1
886,0
326,1
886,0
326,1
886,0
325,1
887,0
325,1
266,0
946,1
266,0
946,1
858,0
354,1
858,0
325,1
295,0
917,1
295,0
946,1
266,0
917,1
886,0
326,1
857,0
355,1
266,0
4552,1
855,0
354,1
858,0
354,1
237,0
946,1
295,0
917,1
886,0
326,1
886,0
296,1
296,0
946,1
857,0
325,1
887,0
325,1
887,0
325,1
887,0
325,1
887,0
354,1
858,0
325,1
266,0
916,1
296,0
946,1
266,0
916,1
887,0
325,1
266,0
946,1
266,0
946,1
857,0
325,1
887,0
325,1
887,0
325,1
887,0
325,1
296,0
916,1
266,0
946,1
887,0
325,1
887,0
325,1
266,0
916,1
296,0
916,1
296,0
916,1
887,0
325,1
887,0
325,1
266,0
4553,1
857,0
355,1
857,0
354,1
267,0
945,1
266,0
917,1
887,0
354,1
858,0
325,1
266,0
946,1
857,0
355,1
857,0
325,1
887,0
325,1
887,0
325,1
887,0
325,1
887,0
325,1
266,0
946,1
266,0
946,1
266,0
946,1
857,0
325,1
266,0
963,1
266,0
946,1
857,0
325,1
887,0
355,1
857,0
325,1
887,0
355,1
236,0
916,1
296,0
916,1
887,0
325,1
887,0
325,1
266,0
946,1
266,0
946,1
266,0
946,1
857,0
326,1
886,0
355,1
237,0
4552,1
887,0
354,1
858,0
325,1
266,0
946,1
266,0
916,1
887,0
325,1
887,0
355,1
236,0
946,1
887,0
